image_path,bbox,landmark,x_norm,y_norm,visibility,class,center_x,center_y,unit_length
data\dataset\standing\aug_100.jpg,"[227, 31, 427, 820]",LEFT_SHOULDER,0.4762566038784681,-0.265220393726839,0.9998080134391785,standing,0.4452313259243965,0.35435207188129425,0.5261861215887901
data\dataset\standing\aug_100.jpg,"[227, 31, 427, 820]",RIGHT_SHOULDER,-0.5986932049620842,-0.2901873219670212,0.9996299743652344,standing,0.4452313259243965,0.35435207188129425,0.5261861215887901
data\dataset\standing\aug_100.jpg,"[227, 31, 427, 820]",LEFT_HIP,0.3529108154170397,0.2714978504365375,0.9999697208404541,standing,0.4452313259243965,0.35435207188129425,0.5261861215887901
data\dataset\standing\aug_100.jpg,"[227, 31, 427, 820]",RIGHT_HIP,-0.23047421433342355,0.28390986525732265,0.999963641166687,standing,0.4452313259243965,0.35435207188129425,0.5261861215887901
data\dataset\standing\aug_100.jpg,"[227, 31, 427, 820]",LEFT_ELBOW,0.9097709653807404,-0.037863682520428835,0.5053635835647583,standing,0.4452313259243965,0.35435207188129425,0.5261861215887901
data\dataset\standing\aug_100.jpg,"[227, 31, 427, 820]",RIGHT_ELBOW,-0.15749148789349413,-0.05159769345306656,0.8389145135879517,standing,0.4452313259243965,0.35435207188129425,0.5261861215887901
data\dataset\standing\aug_100.jpg,"[227, 31, 427, 820]",RIGHT_WRIST,0.5335507293587671,-0.09303715428323568,0.6459740996360779,standing,0.4452313259243965,0.35435207188129425,0.5261861215887901
data\dataset\standing\aug_100.jpg,"[227, 31, 427, 820]",LEFT_KNEE,0.3321740368536467,0.6870673083739839,0.6283221244812012,standing,0.4452313259243965,0.35435207188129425,0.5261861215887901
data\dataset\standing\aug_100.jpg,"[227, 31, 427, 820]",RIGHT_KNEE,-0.11395414196915503,0.6914643713167699,0.8978973627090454,standing,0.4452313259243965,0.35435207188129425,0.5261861215887901
data\dataset\standing\aug_100.jpg,"[227, 31, 427, 820]",LEFT_ANKLE,0.12157559879608111,1.0347428271840249,0.7525703310966492,standing,0.4452313259243965,0.35435207188129425,0.5261861215887901
