image_path,bbox,landmark,x_norm,y_norm,visibility,class
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",LEFT_SHOULDER,-0.045770365515126914,-0.5850746271416444,0.9999935626983643,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",RIGHT_SHOULDER,-0.413961929732679,-0.20559893964225753,0.9999613761901855,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",LEFT_HIP,0.30115252115560703,0.23252009204326904,0.9999213218688965,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",RIGHT_HIP,0.15857977409219884,0.5581534747406328,0.9999035596847534,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",LEFT_ELBOW,0.3217434994749016,-0.41510592168942706,0.9984671473503113,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",RIGHT_ELBOW,-0.6560142224024607,0.20817195329879395,0.993239164352417,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",LEFT_WRIST,0.7032387657483955,-0.5130760628970391,0.9958164095878601,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",RIGHT_WRIST,-0.9835608960233349,0.40015397239104317,0.99094557762146,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",LEFT_KNEE,0.7853983608198203,0.6955475298851128,0.8904135227203369,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",RIGHT_KNEE,0.6644620056134414,0.9816088021787748,0.938506007194519,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",LEFT_ANKLE,1.2285812102399245,1.2033523694154284,0.6432457566261292,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",RIGHT_ANKLE,1.1005439935566295,1.473971686785285,0.8543896079063416,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",LEFT_EYE,-0.3868370802649517,-0.7791047974037265,0.999993085861206,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_100.jpg,"[456, 231, 1562, 831]",RIGHT_EYE,-0.428708355084825,-0.7161980279392378,0.9999935626983643,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_101.jpg,"[707, 0, 1323, 1089]",LEFT_SHOULDER,0.1881390495973942,0.40422725892121925,0.9998764991760254,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_101.jpg,"[707, 0, 1323, 1089]",RIGHT_SHOULDER,0.6026423359338393,0.02063921314647437,0.9999485015869141,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_101.jpg,"[707, 0, 1323, 1089]",LEFT_HIP,-0.5750808018756633,-0.1228284514341605,0.9999216794967651,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_101.jpg,"[707, 0, 1323, 1089]",RIGHT_HIP,-0.21570058365557013,-0.30203802063353313,0.999927282333374,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_101.jpg,"[707, 0, 1323, 1089]",LEFT_ELBOW,-0.2373387098479352,0.6897173708964693,0.9708752632141113,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_101.jpg,"[707, 0, 1323, 1089]",RIGHT_ELBOW,0.4192930565041504,-0.4313161274958051,0.958868145942688,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_101.jpg,"[707, 0, 1323, 1089]",LEFT_WRIST,-0.45460750364453617,1.0404294837373314,0.7312590479850769,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_101.jpg,"[707, 0, 1323, 1089]",RIGHT_WRIST,0.5150555231683217,-0.8434498108556594,0.9456930160522461,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_101.jpg,"[707, 0, 1323, 1089]",LEFT_EYE,0.7592208016940524,0.4583005100176126,0.9963156580924988,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_101.jpg,"[707, 0, 1323, 1089]",RIGHT_EYE,0.846101234381261,0.4113123246546068,0.9996601343154907,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_102.jpg,"[670, 0, 1292, 1087]",LEFT_SHOULDER,-0.5825842053087862,0.060116818507041675,0.9999910593032837,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_102.jpg,"[670, 0, 1292, 1087]",RIGHT_SHOULDER,-0.19083964705340126,0.42194873053255005,0.9999465942382812,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_102.jpg,"[670, 0, 1292, 1087]",LEFT_HIP,0.22678963951877545,-0.3166285413640836,0.9999717473983765,lying
D:\HPE_PP\HPE_PP\project_root\data\dataset\lying\aug_102.jpg,"[670, 0, 1292, 1087]",RIGHT_HIP,0.546634212843412,-0.16543700767550815,0.9999616146087646,lying
