image_path,bbox,landmark,x_norm,y_norm,visibility,class,center_x,center_y,unit_length
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",LEFT_SHOULDER,-0.04817199022538848,-0.5801367126384074,0.9999902248382568,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",RIGHT_SHOULDER,-0.4180336736061508,-0.2048434043706289,0.9999278783798218,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",LEFT_HIP,0.3061369835018897,0.2273537644129587,0.9999133348464966,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",RIGHT_HIP,0.16006868032964952,0.5576263525960775,0.9998779296875,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",LEFT_ELBOW,0.3059532009348507,-0.41779310017409765,0.9980131387710571,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",RIGHT_ELBOW,-0.6663966506224127,0.21556998967594998,0.985080897808075,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",LEFT_WRIST,0.7141137643386724,-0.5069038296640058,0.9939162135124207,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",RIGHT_WRIST,-0.9860128176979536,0.3972007325199977,0.980465292930603,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",LEFT_KNEE,0.7929063630801477,0.6830604460704461,0.9058784246444702,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",RIGHT_KNEE,0.6681180000606228,0.9487263539213902,0.9160479307174683,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",LEFT_ANKLE,1.2698379527101884,1.182817566724011,0.7078605890274048,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",RIGHT_ANKLE,1.1291434576604533,1.4627538831356892,0.7842569351196289,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",LEFT_EYE,-0.39636513737966816,-0.7802589366835291,0.9999898672103882,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_100.jpg,"[461, 226, 1563, 833]",RIGHT_EYE,-0.44080321982855125,-0.7031114319042572,0.9999897480010986,lying,0.5048845708370209,0.3780163526535034,0.4066992084861473
data\dataset\lying\aug_101.jpg,"[698, 0, 1331, 1063]",LEFT_SHOULDER,0.18463969466659508,0.4214913600945701,0.9999855756759644,lying,0.6384619772434235,0.5193211808800697,0.38180850713168185
data\dataset\lying\aug_101.jpg,"[698, 0, 1331, 1063]",RIGHT_SHOULDER,0.5844963035870894,0.05219027128253384,0.9999809265136719,lying,0.6384619772434235,0.5193211808800697,0.38180850713168185
data\dataset\lying\aug_101.jpg,"[698, 0, 1331, 1063]",LEFT_HIP,-0.549564045428773,-0.14955587189299277,0.9999877214431763,lying,0.6384619772434235,0.5193211808800697,0.38180850713168185
data\dataset\lying\aug_101.jpg,"[698, 0, 1331, 1063]",RIGHT_HIP,-0.21957195282491143,-0.32412575948411115,0.9999855756759644,lying,0.6384619772434235,0.5193211808800697,0.38180850713168185
data\dataset\lying\aug_101.jpg,"[698, 0, 1331, 1063]",LEFT_ELBOW,-0.2119719835539293,0.7155271040276645,0.994708776473999,lying,0.6384619772434235,0.5193211808800697,0.38180850713168185
data\dataset\lying\aug_101.jpg,"[698, 0, 1331, 1063]",RIGHT_ELBOW,0.4021084372126965,-0.3960331490394529,0.9750452637672424,lying,0.6384619772434235,0.5193211808800697,0.38180850713168185
